pub_id,title,type,bibtex,author,editor,isbn,url,date,urldate,booktitle,issuetitle,journal,volume,number,pages,publisher,address,edition,chapter,institution,organization,school,series,crossref,abstract,howpublished,key,techtype,comment,note,image_url,doi,is_isbn,rel_page,status,added,modified,use_capabilites,import_id
516,In-band Cellular IoT for Smart Home Applications,inproceedings,bibcvtIC129,"H. Joe, H. An, W. Wang, W. Lee and H. Park",,,,2017-01-01,0000-00-00,IEEE International Conference on Consumer Electronics (ICCE 2017),,,,,,,"Lasvegas, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
971,"CFO Estimation for QAM-FBMC Systems Considering Non-orthogonal 
Prototype Filters",inproceedings,Han1710:CFO,Hyungsik Han and Hyuncheol Park,,,,2017-01-01,0000-00-00,"2017 IEEE 28th Annual International Symposium on Personal, Indoor, and 
Mobile Radio Communications (PIMRC) - Track 1 on ""Fundamentals and PHY"" 
(IEEE PIMRC 2017 Track 1)",,,,,,,"Montreal, Canada",,,,,,,,"The carrier frequency offset (CFO) on the orthogonal frequency division 
multiplexing (OFDM) and offset-QAM-filter-bank based multi-carrier (FBMC) 
have been well studied. However, the impact of the CFO on the QAM-FBMC 
systems is complicated because of an unavoidable interferences from 
non-orthogonal prototype filters. In this paper, we analyze the impact of 
the CFO on the QAM-FBMC systems, and propose the method of the CFO 
estimation. By the analysis of the CFO, the CFO is separated to the integer 
part and fractional part. For the integer part estimation, we propose the 
pilot design to guarantee the relative high power at pilot subcarrier 
location in up-sampled frequency domain. For the fractional part 
estimation, we formulate the inner product equation between two preamble 
symbols, and suggest the approximated estimation for lack of the channel 
information. Simulation results show the performance of the CFO estimation 
in AWGN and pedestrian channel, and also show that the proposed 
approximated estimation works well with a slight performance degradation.",,,,,,,,1,0,published,2017-10-23 12:55:21,2017-10-23 12:55:21,,
790,거대 배열 안테나 무선 백홀 하향 링크 시스템에서 시 분할 전송 기법의 시간 자원 할당 방법,inproceedings,bibcvtIC083b,"권기림, 박재범, 박현철",,,,2016-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
791,거대 배열 안테나 무선 백홀 하향 링크 시스템에서 빔 형성을 위한 안테나 구조 비교,inproceedings,bibcvtIC084b,"박재범, 권기림, 박현철",,,,2016-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
792,낮은 비트 에러율을 가지는 SCMA 부호화 기법,inproceedings,bibcvtIC085b,"임승찬, 김남식, 박현철",,,,2016-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
793,MIMO QAM-FBMC시스템 성능 평가,inproceedings,bibcvtIC086b,"김희수, 한형식, 박현철",,,,2016-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
513,A Joint Scheduling and Millimeter Wave Hybrid Beamforming System with Partial Side Information,inproceedings,bibcvtIC126,G. Kwon and H. Park,,,,2016-05-01,0000-00-00,IEEE International Conference on Communications (ICC 2016),,,,,,,"Kuala Lumpur, Malaysia",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
786,낮은 복잡도를 가지는 SCMA의 검출 기법,inproceedings,bibcvtIC079b,"임승찬, 왕우완, 박현철",,,,2016-01-01,0000-00-00,동계종합학술대회,,,,,,,"정선, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
787,다중 프로토타입 필터를 이용한 QAM-FBMC 시스템 성능 분석,inproceedings,bibcvtIC080b,"김희수, 한형식, 박현철",,,,2016-01-01,0000-00-00,동계종합학술대회,,,,,,,"정선, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
788,저복잡도 프레임 집합 및 적응형 전송 기법,inproceedings,bibcvtIC081b,"김기범, 박현철",,,,2016-01-01,0000-00-00,동계종합학술대회,,,,,,,"정선, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
789,하이브리드 빔 형성의 방향각 추정을 위한 빔 선택 기법,inproceedings,bibcvtIC082b,"조현철, 권기림, 박현철",,,,2016-01-01,0000-00-00,동계종합학술대회,,,,,,,"정선, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
512,An Efficient Hybrid Beamforming Scheme for Sparse Millimeter Wave Channel,inproceedings,bibcvtIC125,G. Kwon and H. Park,,,,2015-12-01,0000-00-00,IEEE Global Communications Conference (Globecom 2015),,,,,,,"San Diego, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
511,Joint DOA Estimation and Signal Detection in Hybrid Beamforming Systems,inproceedings,bibcvtIC124,"H. Joe, G. Kwon and H. Park",,,,2015-08-01,0000-00-00,IEEE Asia Pacific Wireless Communication Symposium (APWCS 2015),,,,,,,Singapore,,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
785,기계 학습 기반 적응형 전송에서 효과적인 Feature Space 연구,inproceedings,bibcvtIC078b,"오명석, 김기범, 박현철",,,,2015-08-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:46,2017-04-19 14:42:46,,
781,동일대역 전이중 방식 통신시스템에서 자기간섭제거에 따른 시스템의 성능 분석,inproceedings,bibcvtIC074b,"왕우완, 박현철, S. Jimaa",,,,2015-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
782,신호 도래각 추정 기법을 이용한 미상 채널 추정 연구,inproceedings,bibcvtIC075b,"조현철, 권기림, 박현철",,,,2015-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
783,IEEE 802.11ac에서의 MU-MIMO를 위한 효율적 채널 사운딩 알고리즘,inproceedings,bibcvtIC076b,"한형식, 김진우, 김기범, 박현철",,,,2015-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
784,MIMO BIC-OFDM 환경에서 강화 학습을 이용한 적응형 전송에 관한 연구,inproceedings,bibcvtIC077b,"오명석, 김기범, 박현철",,,,2015-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
510,Distributed Multiuser MMSE Relaying Strategies for AF Wireless Relay Networks,inproceedings,bibcvtIC123,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan and H. Park",,,,2014-12-01,0000-00-00,IEEE Global Communications Conference (Globecom 2014),,,,,,,"Austin, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
779,대규모 무선 통신 환경에서 펄스 결합 방식에 의한 분산 동기 성능 분석,inproceedings,bibcvtIC072b,"한형식, 박현철",,,,2014-11-01,0000-00-00,추계종합학술발표회,,,,,,,"대전, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
780,투영 행렬을 이용한 사용자 선택 기법에 관한 연구,inproceedings,bibcvtIC073b,"김기범, 김진우, 박현철",,,,2014-11-01,0000-00-00,추계종합학술발표회,,,,,,,"대전, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
508,An Efficient Cooperation Strategy and Cooperation Region Analysis in Cognitive Femtocell Networks,inproceedings,bibcvtIC121,"E. Heo, H. Park and S. Jimaa",,,,2014-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2014 Fall),,,,,,,"Vancouver, Canada",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
509,Design of Millimeter Wave Hybrid Beamforming Systems,inproceedings,bibcvtIC122,"G. Kwon, Y. Shim, H. Park and H. M. Kwon",,,,2014-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2014 Fall),,,,,,,"Vancouver, Canada",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:56,2017-04-19 13:40:56,,
507,Performance of IEEE 802.15.8 Peer Aware Communications,inproceedings,bibcvtIC120,"H. Han, W. Wang, J. Kim, H. Park, H. Kim and S. C. Chang",,,,2014-07-01,0000-00-00,IEEE International Conference on Communications and Electronics (ICCE 2014),,,,,,,"Da Nang, Vietnam",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
505,Maximum SNR Relaying Strategies for AF SIMO Wireless Relay Networks,inproceedings,bibcvtIC118,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan and H. Park",,,,2014-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2014 Spring),,,,,,,"Seoul, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
506,Two-Way AF Wireless Relay Networks under Channel Uncertainty,inproceedings,bibcvtIC119,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan and H. Park",,,,2014-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2014 Spring),,,,,,,"Seoul, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
502,Channel Uncertainty for AF Wireless Distributed Relay Networks under Power Constraint,inproceedings,bibcvtIC115,"K. Lee, H. M. Kown, J. Yang, E. M. Sawan and H. Park",,,,2014-04-01,0000-00-00,IEEE Wireless Communications and Networking Conference (WCNC 2014),,,,,,,"Istanbul, Turkey",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
503,Performance of Linear Precoding and User Selection in IEEE 802.11ac Downlink MU-MIMO System,inproceedings,bibcvtIC116,"W. Lim, G. Kim, J. Kim, K. Lee, H. Jang and H. Park",,,,2014-04-01,0000-00-00,IEEE Wireless Communications and Networking Conference (WCNC 2014),,,,,,,"Istanbul, Turkey",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
504,Two-Way MMSE Strategies for AF Distributed Relay Networks under Power Constraint,inproceedings,bibcvtIC117,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan and H. Park",,,,2014-04-01,0000-00-00,IEEE Wireless Communications and Networking Conference (WCNC 2014),,,,,,,"Istanbul, Turkey",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:55,2017-04-19 13:40:55,,
501,A Low Complexity User Selection Scheme in Downlink MU-MIMO System,inproceedings,bibcvtIC114,"G. Kim, J. Kim, H. Han and H. Park",,,,2014-03-01,0000-00-00,IEEE International Wireless Symposium (IWS 2014),,,,,,,"Xian, China",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
496,Cooperative AF Wireless Relay Strategy under Relay Power Constraint,inproceedings,bibcvtIC109,"K. Lee, H. M. Kwon, E. M. Sawan and H. Park",,,,2013-11-01,0000-00-00,"IEEE Asilomar Conference on Signals, Systems, and Computers (ACSSC 2013)",,,,,,,"Pacific Grove, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
497,Distributed AF Beamforming Relay Networks under Transmit Power Constraint,inproceedings,bibcvtIC110,"K. Lee, H. M. Kwon, E. M. Sawan and H. Park",,,,2013-11-01,0000-00-00,"IEEE Asilomar Conference on Signals, Systems, and Computers (ACSSC 2013)",,,,,,,"Pacific Grove, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
498,Two-Way Amplify-and-Forward Relay Strategies under Relay Power Constraint,inproceedings,bibcvtIC111,"K. Lee, H. M. Kwon, E. M. Sawan and H. Park",,,,2013-11-01,0000-00-00,"IEEE Asilomar Conference on Signals, Systems, and Computers (ACSSC 2013)",,,,,,,"Pacific Grove, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
499,Two-Way AF MIMO Beamforming Relay Strategies under Transmit Power Constraint,inproceedings,bibcvtIC112,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan and H. Park",,,,2013-11-01,0000-00-00,IEEE Military Communications Conference (MILCOM 2013),,,,,,,"San Diego, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
500,AF MIMO Beamforming Relay Networks under Various Power Constraints,inproceedings,bibcvtIC113,"S. Lee, H. M. Kwon, K. Lee and H. Park",,,,2013-11-01,0000-00-00,IEEE Military Communications Conference (MILCOM 2013),,,,,,,"San Diego, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:54,2017-04-19 13:40:54,,
495,Half-Duplex and Full-Duplex Distributed Relay Systems under Power Constraints,inproceedings,bibcvtIC108,"K. Lee, H. M. Kwon, E. M. Sawan, H. Park and Y. H. Lee",,,,2013-10-01,0000-00-00,"Allerton Conference on Communication, Control, and Computing",,,,,,,"Urbana-Champaign, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
491,Distributed AF Mobile Relay Networks in Adverse Wireless Communication Environments,inproceedings,bibcvtIC104,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan, H. Park and Y. H. Lee",,,,2013-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Fall),,,,,,,"Las Vegas, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
492,MMSE Relaying Strategy for Two-Way Amplify-and-Forward Wireless Networks,inproceedings,bibcvtIC105,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan, H. Park and Y. H. Lee",,,,2013-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Fall),,,,,,,"Las Vegas, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
493,"MMSE Relaying Strategies under Jamming, Channel Uncertainty, Node Geometry, and Power Constraint",inproceedings,bibcvtIC106,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan, H. Park and Y. H. Lee",,,,2013-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Fall),,,,,,,"Las Vegas, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
494,Power Allocation for AF Relaying Network under Channel Phase Misalignment,inproceedings,bibcvtIC107,"K. Lee, H. M. Kwon, J. Yang, E. M. Sawan, H. Park and Y. H. Lee",,,,2013-09-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Fall),,,,,,,"Las Vegas, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
486,Adverse Wireless Communication Environment Impacts on AF Wireless Relay Networks,inproceedings,bibcvtIC099,"K. Lee, H. M. Kwon, D. Kim, Y. Shim, H. Park, Y. H. Lee and I. Hyun",,,,2013-06-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Spring),,,,,,,"Dresden, Germany",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
487,AF Wireless Relay Network Analysis under Receiver Power Constraint,inproceedings,bibcvtIC100,"K. Lee, H. M. Kwon, H. Kim, S. Lee, Y. Shim, H. Park and Y. H. Lee",,,,2013-06-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Spring),,,,,,,"Dresden, Germany",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
488,Optimal Amplify-and-Forward Precode and Relay Amplifying Matrices,inproceedings,bibcvtIC101,"H. Kim, H. M. Kwon, K. Lee, Y. Shim, H. Park and Y. H. Lee",,,,2013-06-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Spring),,,,,,,"Dresden, Germany",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
489,Selection of Amplify-and-Forward Mobile Relay under Cascaded Rayleigh Fading,inproceedings,bibcvtIC102,"K. Lee, H. M. Kwon, E. M. Sawan, Y. Shim, H. Park and Y. H. Lee",,,,2013-06-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2013 Spring),,,,,,,"Dresden, Germany",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
490,A Cooperative AF Wireless Relay Network under Three Wireless Communication Conditions with Relay Power Constraint,inproceedings,bibcvtIC103,"K. Lee, H. M. Kwon, H. Kim, J. Yang, H. Park and Y. H. Lee",,,,2013-06-01,0000-00-00,IEEE International Conference on Communications (ICC 2013),,,,,,,"Budapest, Hungary",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:53,2017-04-19 13:40:53,,
485,Optimal Power Allocation for Two-Way Decode-and-Forward Relay Networks with Equal Transmit Power at Source Nodes,inproceedings,bibcvtIC098,"Y. Shim, H. Park and H. M. Kwon",,,,2013-04-01,0000-00-00,IEEE Wireless Communications and Networking Conference (WCNC 2013),,,,,,,"Shanghai, China",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
482,Cooperative AF MIMO Wireless Relay Networks under Relay Power Constraint,inproceedings,bibcvtIC095,"K. Lee, H. M. Kwon, H. Kim, H. Park and Y. H. Lee",,,,2012-11-01,0000-00-00,"IEEE Asilomar Conference on Signals, Systems, and Computers (ACSSC 2012)",,,,,,,"Pacific Grove, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
483,A Subcarrier Allocation Scheme for Uplink-OFDMA on Fast Fading Channels,inproceedings,bibcvtIC096,"K. Kim, J. Kim and H. Park",,,,2012-11-01,0000-00-00,International Workshop on High Mobility Wireless Communications (HMWC 2012),,,,,,,"Chengdu, China",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
484,Optimal Power Allocation for Two-way Decode-and-Forward Relay Networks with Equal Transmit Power at Source Nodes and Equal Channel Coefficients,inproceedings,bibcvtIC097,Y. Shim and H. Park,,,,2012-11-01,0000-00-00,International Workshop on High Mobility Wireless Communications (HMWC 2012),,,,,,,"Chengdu, China",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
481,Quantization Error Reduction Scheme for Hybrid Beamforming,inproceedings,bibcvtIC094,"T. Shin, G. Kim, H. Park and H. M. Kwon",,,,2012-10-01,0000-00-00,Asia Pacific Conference on Communications (APCC 2012),,,,,,,"Jeju, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:52,2017-04-19 13:40:52,,
477,Adaptive Frame Size Estimation Using Extended Kalman Filter for High-Stressed WLANs,inproceedings,bibcvtIC090,"G. Kim, C. Shin and H. Park",,,,2012-09-01,0000-00-00,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC 2012)",,,,,,,"Sydney, Australia",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
478,Power Efficient Visible Light Communication Systems Under Dimming Constraint,inproceedings,bibcvtIC091,"J. Kim, K. Lee and H. Park",,,,2012-09-01,0000-00-00,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC 2012)",,,,,,,"Sydney, Australia",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
479,SoftPHY-based Adaptive Modulation and Coding for BIC-OFDM Systems,inproceedings,bibcvtIC092,C. Shin and H. Park,,,,2012-09-01,0000-00-00,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC 2012)",,,,,,,"Sydney, Australia",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
476,Moving Average Based Channel Estimation for LTE-Advanced Uplink System,inproceedings,bibcvtIC089,"J. Lee, J. Kim and H. Park",,,,2012-07-01,0000-00-00,"International Technical Conferences on Circuit/Systems, Computer and Communications (ITC-CSCC 2012)",,,,,,,"Sapporo, Japan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
474,AF MIMO Wireless Relay Networks Under Received Power Constraint,inproceedings,bibcvtIC087,"K. Lee, H. M. Kwon, H. Kim, E. M. Sawan, H. Park and Y. H. Lee",,,,2012-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2012 Spring),,,,,,,"Yokohama, Japan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
475,MMSE-Based Optimal Design of Full-Duplex Relay System,inproceedings,bibcvtIC088,"K. Lee, H. M. Kwon, M. Jo, H. Park and Y. H. Lee",,,,2012-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2012 Spring),,,,,,,"Yokohama, Japan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
472,Channel Model and Modulation Schemes for Visible Light Communications,inproceedings,bibcvtIC085,K. Lee and H. Park,,,,2011-08-01,0000-00-00,IEEE International Midwest Symposium on Circuits and Systems (MWSCAS 2011),,,,,,,"Seoul, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
473,A ML/DFE and Iterative Spatial Interference Cancellation for 2Ｘ2 BICM MIMO System,inproceedings,bibcvtIC086,"C. Yoon, H. Lee, H. Park and J. Kang",,,,2011-08-01,0000-00-00,IEEE MTT-S International Microwave Workshop Series on Intelligent Radio for Future Personal Terminals (IMWS-IRFPT 2011),,,,,,,"Daejeon, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
777,스마트 그리드를 위한 배전 계통의 고장 진단 기술 연구,inproceedings,bibcvtIC070b,"신철규, 신태동, 이종민, 박현철",,,,2011-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
778,금속 배관을 이용한 고속 통신 연구,inproceedings,bibcvtIC071b,"안찬욱, 김진우, 박현철",,,,2011-06-01,0000-00-00,하계종합학술대회,,,,,,,"제주, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
775,차세대 디지털 케이블 방송 규격(DVB-C2)의 수신기 구현,inproceedings,bibcvtIC068b,"안경술, 김기범, 김광훈, 라상중, 이재호, 최동준, 박현철",,,,2011-05-01,0000-00-00,제21회 통신정보합동학술대회,,,,,,,"부산, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
776,WFMT 시스템의 성능 분석과 개선방안,inproceedings,bibcvtIC069b,"김재완, 신철규, 김양수, 최동준, 박현철",,,,2011-05-01,0000-00-00,제21회 통신정보합동학술대회,,,,,,,"부산, 대한민국",,,,,,,,,,,,,,,,1,0,published,2017-04-19 14:42:45,2017-04-19 14:42:45,,
480,Two-Level MMSE Relay Strategy for an AF Wireless Relay Network,inproceedings,bibcvtIC093,"K. Lee, H. M. Kwon, W. Xiong, H. Kim, S. Feng, H. Park and Y. H. Lee",,,,2010-10-01,0000-00-00,"Allerton Conference on Communication, Control, and Computing",,,,,,,"Urbana-Champaign, USA",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:51,2017-04-19 13:40:51,,
471,An Exact SER Analysis of ZF-DFE for M-QAM on Fast Fading Channels,inproceedings,bibcvtIC084,"E. Heo, C. Shin and H. Park",,,,2010-09-01,0000-00-00,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC 2010)",,,,,,,"Istanbul, Turkey",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
468,Improved User Scheduling Algorithms for Codebook Based MIMO Precoding Schemes,inproceedings,bibcvtIC081,"B. Lim, K. Ahn, H. Kim and H. Park",,,,2010-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2010 Spring),,,,,,,"Taipei, Taiwan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
469,Interference Cancellation for Single Carrier Frequency Domain Equalizer without Cyclic Prefix,inproceedings,bibcvtIC082,"H. Lee, Y. Lee, K. Ahn and H. Park",,,,2010-05-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2010 Spring),,,,,,,"Taipei, Taiwan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
470,A Closed-form Expression of Instantaneous Bit Error Rate for BIC-OFDM Systems,inproceedings,bibcvtIC083,C. Shin and H. Park,,,,2010-05-01,0000-00-00,IEEE International Conference on Communications (ICC 2010),,,,,,,"Cape Town, South Africa",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
466,Enhanced Phase Tracking for Unique Word Based SC-FDE on Frequency Selective Channels,inproceedings,bibcvtIC079,K. Kim and H. Park,,,,2010-02-01,0000-00-00,IEEE International Microwave Workshop Series (IMWS 2010),,,,,,,"Aveiro, Portugal",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
467,A Per-Stream Coded Bit Loading Algorithm for MIMO BIC-OFDM Systems,inproceedings,bibcvtIC080,"C. Shin, E. Nam, J. Kang and H. Park",,,,2010-02-01,0000-00-00,International ITG/IEEE Workshop on Smart Antennas (WSA 2010),,,,,,,"Bremen, Germany",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:50,2017-04-19 13:40:50,,
465,Precoding Scheme for Multiuser MIMO Downlink System in IEEE 802.16m,inproceedings,bibcvtIC078,"B. Lim, K. Ahn, H. Kim and H. Park",,,,2009-10-01,0000-00-00,Triangle Symposium on Advanced ICT (TriSAI 2009),,,,,,,"Tokyo, Japan",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:49,2017-04-19 13:40:49,,
464,A Soft Decision Based Modified RM Decoding for CQI in LTE Systems,inproceedings,bibcvtIC077,"E. Heo, C. Shin, H. Park, C. Lee and J. Joung",,,,2009-08-01,0000-00-00,IEEE Asia Pacific Wireless Communication Symposium (APWCS 2009),,,,,,,"Seoul, Korea",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:49,2017-04-19 13:40:49,,
461,Efficient Transmit Antenna Selection for Correlated MIMO Channels,inproceedings,bibcvtIC074,"H. Kim, H. Kim, N. Kim, H. Park, S. Seo and J. Choi",,,,2009-04-01,0000-00-00,IEEE Wireless Communications and Networking Conference (WCNC 2009),,,,,,,"Budapest, Hungary",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:49,2017-04-19 13:40:49,,
462,Modified Successive Interference Cancellation for MIMO OFDM on Doubly Selective Channels,inproceedings,bibcvtIC075,K. Kim and H. Park,,,,2009-04-01,0000-00-00,IEEE Vehicular Technology Conference (VTC 2009 Spring),,,,,,,"Barcelona, Spain",,,,,,,,,,,,,,,,1,0,published,2017-04-19 13:40:49,2017-04-19 13:40:49,,
