slug,title,title_en,term,term_en,intro,intro_en,syllabus,refs,status
isac-2026,ISAC 세미나,ISAC Seminar,2026 여름,Summer 2026,"Husheng Li의 『Integrated Sensing and Communications: Theory, Algorithm and Applications』(Springer)를 교재로 진행하는 내부 세미나입니다. 2026년 6월 24일 ~ 8월 29일 총 9회, 오프라인(W1 101호 회의실)에서 진행합니다.","An internal seminar based on the textbook “Integrated Sensing and Communications: Theory, Algorithm and Applications” by Husheng Li (Springer). Nine sessions from Jun 24 to Aug 29, 2026, held offline (Meeting Room W1-101).",assets/files/seminar/isac-2026/syllabus.pdf,"Husheng Li, Integrated Sensing and Communications: Theory, Algorithm and Applications (Springer)",publish
